pE,pN,value_mean,value_std
0.05,0.8050847458,0.804,0.03352610923
0.1338983051,0.8050847458,0.772,0.03370459909
0.2177966102,0.8050847458,0.751,0.03590264614
0.3016949153,0.8050847458,0.724,0.03773592453
0.3855932203,0.8050847458,0.698,0.03655133376
0.4694915254,0.8050847458,0.68,0.04195235393
0.5533898305,0.8050847458,0.661,0.04205948169
0.6372881356,0.8050847458,0.639,0.04526588119
0.7211864407,0.8050847458,0.625,0.04522167622
0.8050847458,0.8050847458,0.607,0.04196427052
0.8889830508,0.8050847458,0.586,0.03929376541
0.9728813559,0.8050847458,0.569,0.03935733731
1.056779661,0.8050847458,0.55,0.03847076812
1.140677966,0.8050847458,0.533,0.03822302971
1.224576271,0.8050847458,0.521,0.03562302626
1.308474576,0.8050847458,0.509,0.03806573262
1.392372881,0.8050847458,0.495,0.04080441153
1.476271186,0.8050847458,0.486,0.03878143886
1.560169492,0.8050847458,0.474,0.04431703961
1.644067797,0.8050847458,0.461,0.03780211634
1.727966102,0.8050847458,0.451,0.03806573262
1.811864407,0.8050847458,0.442,0.03944616585
1.895762712,0.8050847458,0.428,0.03994996871
1.979661017,0.8050847458,0.419,0.04592385001
2.063559322,0.8050847458,0.402,0.04308131846
2.147457627,0.8050847458,0.391,0.04109744518
2.231355932,0.8050847458,0.384,0.04079215611
2.315254237,0.8050847458,0.373,0.04313930922
2.399152542,0.8050847458,0.363,0.03925557285
2.483050847,0.8050847458,0.358,0.03515679166
2.566949153,0.8050847458,0.352,0.03370459909
2.650847458,0.8050847458,0.346,0.03231098884
2.734745763,0.8050847458,0.339,0.03330165161
2.818644068,0.8050847458,0.329,0.0262488095
2.902542373,0.8050847458,0.321,0.02662705391
2.986440678,0.8050847458,0.314,0.02457641145
3.070338983,0.8050847458,0.308,0.02749545417
3.154237288,0.8050847458,0.298,0.02785677655
3.238135593,0.8050847458,0.292,0.03059411708
3.322033898,0.8050847458,0.281,0.02947880595
3.405932203,0.8050847458,0.276,0.02764054992
3.489830508,0.8050847458,0.268,0.03218695388
3.573728814,0.8050847458,0.265,0.03170173497
3.657627119,0.8050847458,0.262,0.03458323293
3.741525424,0.8050847458,0.256,0.03611094017
3.825423729,0.8050847458,0.25,0.03687817783
